school.id,school.name,reading.WB,reading.B,reading.At,reading.A,reading.male.WB,reading.male.B,reading.male.At,reading.male.A,reading.female.WB,reading.female.B,reading.female.At,reading.femaleA,reading.maori.WB,reading.maori.B,reading.maori.At,reading.maori.A,reading.pasifica.WB,reading.pasifica.B,reading.pasifica.At,reading.pasifica.A,writing.WB,writing.B,writing.At,writing.A,writing.male.WB,writing.male.B,writing.male.At,writing.male.A,writing.female.WB,writing.female.B,writing.female.At,writing.femaleA,writing.maori.WB,writing.maori.B,writing.maori.At,writing.maori.A,writing.pasifica.WB,writing.pasifica.B,writing.pasifica.At,writing.pasifica.A,math.WB,math.B,math.At,math.A,math.male.WB,math.male.B,math.male.At,math.male.A,math.female.WB,math.female.B,math.female.At,math.femaleA,math.maori.WB,math.maori.B,math.maori.At,math.maori.A,math.pasifica.WB,math.pasifica.B,math.pasifica.At,math.pasifica.A,X,school.name.y,decile.2007,tfea.2007,decile.2008,tfea.2008,decile.change,tfea.change,school.type,authority,local.authority,council,moe.office,electorate,name.discrepancy
2355,Durie Hill School,0.03,0.17,0.51,0.29,0.06,0.22,0.5,0.22,0,0.12,0.51,0.37,0.02,0.204,0.592,0.184,NA,NA,NA,NA,0.04,0.22,0.57,0.17,0.08,0.29,0.5,0.13,0,0.153,0.643,0.204,0.02,0.31,0.51,0.16,NA,NA,NA,NA,0.05,0.24,0.52,0.18,0.09,0.24,0.45,0.23,0.02,0.26,0.59,0.13,0.061,0.245,0.551,0.143,NA,NA,NA,NA,NA,Durie Hill School,7,O,6,N,-1,-1,Contributing,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2356,Feilding Intermediate,0,0.365,0.635,0,0,0.37,0.63,0,0,0.365,0.635,0,0,0.475,0.525,0,NA,NA,NA,NA,0,0.35,0.65,0,0,0.455,0.545,0,0,0.25,0.75,0,0,0.45,0.55,0,NA,NA,NA,NA,0,0.365,0.635,0,0,0.37,0.63,0,0,0.365,0.635,0,0,0.475,0.525,0,NA,NA,NA,NA,NA,Feilding Intermediate,5,M,5,M,0,0,Intermediate,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2357,Fordell School,0.04,0.19,0.385,0.385,0.03,0.28,0.33,0.36,0.05,0.05,0.47,0.43,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.35,0.38,0.25,0,0.42,0.42,0.16,0.03,0.25,0.34,0.38,NA,NA,NA,NA,NA,NA,NA,NA,0.09,0.12,0.51,0.28,0.06,0.11,0.64,0.19,0.15,0.15,0.29,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fordell School,8,P,6,N,-2,-2,Full Primary,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2358,Foxton Beach School,0.1019,0.1944,0.3333,0.3704,0.1725,0.1724,0.3448,0.3103,0.02,0.22,0.32,0.44,0.1379,0.1034,0.4828,0.2759,NA,NA,NA,NA,0.1482,0.3981,0.4074,0.0463,0.2242,0.4655,0.2931,0.0172,0.06,0.32,0.54,0.08,0.1034,0.4483,0.4138,0.0345,NA,NA,NA,NA,0.1759,0.2963,0.2963,0.2315,0.2069,0.3448,0.2414,0.2069,0.14,0.24,0.36,0.26,0.207,0.3103,0.3448,0.1379,NA,NA,NA,NA,NA,Foxton Beach School,2,E,3,G,1,2,Full Primary,State,Horowhenua District,Manawatu-Wanganui Region,Wanganui,Otaki,0
2360,Glen Oroua School,0,0.035,0.535,0.43,0,0.08,0.56,0.36,0,0,0.52,0.48,NA,NA,NA,NA,NA,NA,NA,NA,0,0.17,0.76,0.07,0,0.16,0.76,0.08,0,0.18,0.76,0.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0.115,0.78,0.105,0,0.2,0.6,0.2,0,0.06,0.91,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glen Oroua School,9,Q,9,Q,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2362,Halcombe Primary School,0.07,0.12,0.23,0.58,0.095,0.095,0.27,0.54,0.049,0.148,0.18,0.623,0.2,0.2,0.36,0.24,NA,NA,NA,NA,0.03,0.38,0.55,0.04,0.05,0.44,0.48,0.03,0.02,0.31,0.62,0.05,0.17,0.57,0.22,0.04,NA,NA,NA,NA,0.03,0.06,0.72,0.19,0.032,0.065,0.693,0.21,0.03,0.05,0.75,0.17,0.04,0.13,0.74,0.09,NA,NA,NA,NA,NA,Halcombe Primary School,7,O,7,O,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2363,Somerset Crescent School,0.2032,0.1872,0.3743,0.2353,0.2329,0.2329,0.2603,0.274,0.1525,0.1525,0.5424,0.1525,0.1868,0.1648,0.4615,0.1868,0.2206,0.25,0.25,0.2794,0.2174,0.4022,0.3478,0.0326,0.2917,0.4306,0.2639,0.0139,0.1228,0.3684,0.4737,0.0351,0.2022,0.4045,0.3708,0.0225,0.2316,0.4,0.3263,0.0421,0.2174,0.3696,0.3913,0.0217,0.2329,0.3014,0.4521,0.0137,0.2069,0.3793,0.3966,0.0172,0.1818,0.4318,0.3636,0.0227,0.2353,0.2794,0.4559,0.0294,NA,Somerset Crescent School,2,E,1,C,-1,-2,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2364,Hiwinui School,0.025,0.1125,0.575,0.2875,0.0527,0.2368,0.5,0.2105,0,0,0.6429,0.3571,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.1125,0.525,0.3375,0.0527,0.1842,0.5789,0.1842,0,0.0476,0.4762,0.4762,NA,NA,NA,NA,NA,NA,NA,NA,0.0125,0.2375,0.6125,0.1375,0.0263,0.2895,0.5,0.1842,0,0.1905,0.7143,0.0952,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hiwinui School,9,Q,10,Z,1,1,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2365,Hokowhitu School,0.0667,0.17,0.4233,0.34,0.0861,0.1788,0.3907,0.3444,0.047,0.1611,0.4564,0.3355,0.1071,0.2143,0.5,0.1786,0,0.1177,0.2941,0.5882,0.0447,0.2784,0.4364,0.2405,0.0621,0.2897,0.4552,0.193,0.0274,0.2671,0.4178,0.2877,0.1091,0.3091,0.3636,0.2182,0,0.1765,0.4118,0.4117,0.0554,0.2378,0.4397,0.2671,0.0705,0.2051,0.4359,0.2885,0.0398,0.2715,0.4437,0.245,0.069,0.3103,0.4655,0.1552,0,0.1176,0.5885,0.2939,NA,Hokowhitu School,10,Z,8,P,-2,-2,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2366,Hunterville Consolidated School,0.0052,0.0524,0.5288,0.4136,0,0.0455,0.5568,0.3977,0.0097,0.0583,0.5049,0.4272,0,0.1316,0.5,0.3684,NA,NA,NA,NA,0.0423,0.1481,0.6825,0.127,0.046,0.1839,0.7011,0.069,0.0392,0.1176,0.6667,0.1765,0.1053,0.2105,0.6053,0.0789,NA,NA,NA,NA,0.0688,0.1111,0.619,0.2011,0.0805,0.069,0.6552,0.1953,0.0588,0.1471,0.5882,0.2059,0.1053,0.2632,0.4737,0.1578,NA,NA,NA,NA,NA,Hunterville Consolidated School,9,Q,7,O,-2,-2,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2368,James Cook School,0.0355,0.1489,0.5177,0.2979,0.0313,0.125,0.5313,0.3124,0.039,0.1688,0.5065,0.2857,0.0364,0.1818,0.4909,0.2909,0.0526,0.4737,0.3684,0.1053,0.0213,0.461,0.5177,0,0.0308,0.4308,0.5384,0,0.0132,0.4868,0.5,0,0.0182,0.4182,0.5636,0,0.0526,0.6842,0.2632,0,0.0213,0.2766,0.6099,0.0922,0.0308,0.2769,0.5538,0.1385,0.0132,0.2763,0.6579,0.0526,0.0182,0.2364,0.6727,0.0727,0.0526,0.4211,0.5263,0,NA,James Cook School,2,F,2,E,0,-1,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2371,Kaitieke School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaitieke School,7,O,8,P,1,1,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Wanganui,Taupo,0
2373,Kakahi School,0.27,0.385,0.27,0.075,0.333,0.444,0.223,0,0.125,0.25,0.375,0.25,0.27,0.385,0.27,0.075,NA,NA,NA,NA,0.276,0.414,0.276,0.034,0.333,0.5,0.167,0,0.25,0.375,0.25,0.125,0.276,0.414,0.276,0.034,NA,NA,NA,NA,0.269,0.423,0.308,0,0.278,0.444,0.278,0,0.25,0.375,0.375,0,0.269,0.423,0.308,0,NA,NA,NA,NA,NA,Kakahi School,2,E,3,H,1,3,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Wanganui,Taupo,0
2374,Kakaramea School,0.0513,0.1795,0.359,0.4102,0.0833,0.1667,0.2917,0.4583,0,0.2,0.4667,0.3333,NA,NA,NA,NA,NA,NA,NA,NA,0.1538,0.1282,0.4359,0.2821,0.125,0.2083,0.4167,0.25,0.2,0,0.4667,0.3333,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2564,0.5641,0.1795,0,0.2609,0.5652,0.1739,0,0.25,0.5625,0.1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kakaramea School,6,N,5,M,-1,-1,Contributing,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2378,Keith Street School,0.106,0.302,0.437,0.156,0.117,0.287,0.457,0.138,0.096,0.314,0.419,0.171,0.13,0.3,0.47,0.1,NA,NA,NA,NA,0.101,0.359,0.53,0.01,0.106,0.404,0.489,0,0.096,0.317,0.567,0.019,0.11,0.4,0.49,0,NA,NA,NA,NA,0.136,0.312,0.518,0.035,0.117,0.277,0.564,0.043,0.152,0.343,0.476,0.029,0.163,0.327,0.5,0.01,NA,NA,NA,NA,NA,Keith Street School,2,E,2,D,0,-1,Contributing,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2379,Kimbolton School,0.04,0.08,0.14,0.74,0.066,0.1,0.167,0.667,0,0.05,0.1,0.85,0,0,0.333,0.667,NA,NA,NA,NA,0,0.2,0.36,0.44,0,0.3,0.367,0.333,0,0.05,0.35,0.6,0,0.167,0.583,0.25,NA,NA,NA,NA,0,0.22,0.38,0.4,0,0.267,0.333,0.4,0,0.15,0.45,0.4,0,0.25,0.417,0.333,NA,NA,NA,NA,NA,Kimbolton School,5,M,7,O,2,2,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2380,Kirikau School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kirikau School,9,Q,6,N,-3,-3,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Hamilton,Taupo,0
2382,Kiwitea School,0,0.114,0.386,0.5,0,0.095,0.476,0.429,0,0.13,0.305,0.565,NA,NA,NA,NA,NA,NA,NA,NA,0,0.114,0.386,0.5,0,0.095,0.476,0.429,0,0.13,0.305,0.565,NA,NA,NA,NA,NA,NA,NA,NA,0,0.114,0.386,0.5,0,0.095,0.476,0.429,0,0.13,0.305,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kiwitea School,7,O,10,Z,3,3,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2385,Kopane School,0.025,0.1,0.475,0.4,0,0.17,0.5,0.33,0.05,0.05,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.15,0.55,0.275,0,0.28,0.5,0.22,0.05,0.05,0.57,0.33,NA,NA,NA,NA,NA,NA,NA,NA,0.025,0.15,0.6,0.225,0,0.22,0.56,0.22,0.045,0.09,0.635,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kopane School,9,Q,8,P,-1,-1,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2386,Linton Camp School,0.0917,0.1167,0.3167,0.4749,0.146,0.177,0.29,0.387,0.035,0.052,0.345,0.568,0.0941,0.1412,0.3176,0.4471,NA,NA,NA,NA,0.279,0.303,0.279,0.139,0.339,0.387,0.161,0.113,0.203,0.22,0.407,0.17,0.307,0.296,0.284,0.113,NA,NA,NA,NA,0.13,0.23,0.39,0.25,0.167,0.217,0.317,0.299,0.2,0.467,0.233,0.1,0.138,0.276,0.368,0.218,NA,NA,NA,NA,NA,Linton Camp School,9,Q,10,Z,1,1,Full Primary,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2388,Longburn School,0.05,0.15,0.42,0.38,0.07,0.25,0.43,0.25,0.03,0.06,0.43,0.48,0,0.17,0.66,0.17,NA,NA,NA,NA,0.05,0.24,0.68,0.03,0.07,0.36,0.57,0,0.03,0.13,0.78,0.06,0,0.25,0.75,0,NA,NA,NA,NA,0.05,0.2,0.64,0.11,0.07,0.14,0.68,0.11,0.03,0.26,0.61,0.1,0,0.15,0.77,0.08,NA,NA,NA,NA,NA,Longburn School,5,M,5,M,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2389,Lytton Street School,0.158,0.0346,0.3506,0.4568,0.2167,0.0296,0.3547,0.399,0.099,0.0396,0.3465,0.5149,0.208,0.04,0.36,0.392,NA,NA,NA,NA,0.1012,0.2173,0.5778,0.1037,0.1602,0.267,0.5146,0.0582,0.0402,0.1658,0.6432,0.1508,0.132,0.213,0.557,0.098,NA,NA,NA,NA,0.0645,0.2283,0.4963,0.2109,0.0781,0.2439,0.4439,0.2341,0.0505,0.2121,0.5505,0.1869,0.0917,0.2917,0.475,0.1416,NA,NA,NA,NA,NA,Lytton Street School,4,K,3,I,-1,-2,Contributing,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2390,Manchester Street School,0,0.039,0.596,0.365,0,0.039,0.62,0.341,0,0.039,0.569,0.392,0,0.066,0.656,0.278,NA,NA,NA,NA,0.0025,0.1005,0.779,0.118,0.005,0.138,0.779,0.078,0,0.055,0.779,0.166,0,0.0625,0.875,0.0625,NA,NA,NA,NA,0.005,0.048,0.6,0.347,0,0.065,0.581,0.354,0.011,0.028,0.624,0.337,0.016,0.097,0.597,0.29,NA,NA,NA,NA,NA,Manchester Street School,7,O,6,N,-1,-1,Contributing,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2392,Mangaweka School,0,0.026,0.658,0.316,0,0,0.643,0.357,0,0.05,0.65,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0.158,0.816,0.026,0,0.214,0.786,0,0,0.1,0.85,0.05,NA,NA,NA,NA,NA,NA,NA,NA,0.053,0.158,0.684,0.105,0.071,0.144,0.714,0.071,0.05,0.1,0.7,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mangaweka School,5,M,7,O,2,2,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2393,Manunui School,0.354,0.209,0.354,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.4375,0.25,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,0.313,0.5,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manunui School,1,C,1,C,0,0,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Wanganui,Taupo,0
2396,Marton Junction School,0.0875,0.175,0.6375,0.1,0.15,0.15,0.575,0.125,0.025,0.2,0.7,0.075,0.0635,0.1746,0.6825,0.0794,NA,NA,NA,NA,0.075,0.25,0.625,0.05,0.125,0.325,0.525,0.025,0.025,0.175,0.725,0.075,0.0794,0.2063,0.6825,0.0318,NA,NA,NA,NA,0.075,0.125,0.7125,0.0875,0.125,0.125,0.625,0.125,0.025,0.125,0.8,0.05,0.0476,0.1429,0.7778,0.0317,NA,NA,NA,NA,NA,Marton Junction School,2,D,1,B,-1,-2,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2397,Marton School,0.128,0.244,0.442,0.186,0.148,0.261,0.386,0.205,0.107,0.226,0.5,0.167,0.144,0.321,0.446,0.089,0.538,0.231,0.231,0,0.111,0.215,0.581,0.093,0.148,0.227,0.523,0.102,0.072,0.202,0.643,0.083,0.107,0.25,0.607,0.036,0.462,0.385,0.153,0,0.076,0.302,0.558,0.064,0.091,0.284,0.511,0.114,0.06,0.321,0.607,0.012,0.089,0.429,0.446,0.036,0.308,0.538,0.154,0,NA,Marton School,4,L,3,H,-1,-4,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2398,Mataroa School,0,0.24,0.59,0.17,0,0.31,0.58,0.11,0,0.2,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31,0.59,0.1,0,0.38,0.58,0.04,0,0.28,0.6,0.12,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.61,0.24,0,0.11,0.58,0.31,0,0.2,0.64,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mataroa School,5,M,5,M,0,0,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2402,Monrad Intermediate,0.0775,0.4025,0.4025,0.1175,0.125,0.445,0.315,0.115,0.03,0.36,0.49,0.12,0.0275,0.5625,0.3225,0.0875,0.325,0.355,0.21,0.11,0.0875,0.555,0.3125,0.045,0.115,0.585,0.255,0.045,0.06,0.525,0.37,0.045,0.03,0.59,0.335,0.045,0.165,0.68,0.155,0,0.12,0.455,0.3425,0.0825,0.115,0.465,0.315,0.105,0.125,0.445,0.37,0.06,0.15,0.5025,0.2975,0.05,0.155,0.365,0.37,0.11,NA,Monrad Intermediate,4,L,3,H,-1,-4,Intermediate,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2403,Mosston School,0.01,0.09,0.76,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.21,0.73,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.23,0.65,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mosston School,5,M,5,M,0,0,Contributing,State,Wanganui District,Manawatu-Wanganui Region,Wanganui,Whanganui,0
2404,Mount Biggs School,0,0.17,0.25,0.58,0,0.214,0.25,0.536,0,0.129,0.258,0.613,NA,NA,NA,NA,NA,NA,NA,NA,0,0.28,0.35,0.37,0,0.345,0.414,0.241,0,0.226,0.29,0.484,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.18,0.67,0,0.25,0.071,0.679,0,0.063,0.281,0.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mount Biggs School,8,P,8,P,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2406,Newbury School,0,0.02,0.3,0.68,0,0.03,0.35,0.62,0,0,0.24,0.76,0,0,0.35,0.65,NA,NA,NA,NA,0,0.24,0.61,0.15,0,0.31,0.61,0.08,0,0.16,0.6,0.24,0,0.26,0.66,0.08,NA,NA,NA,NA,0,0.23,0.72,0.05,0,0.21,0.74,0.05,0,0.25,0.69,0.06,0,0.13,0.83,0.04,NA,NA,NA,NA,NA,Newbury School,9,Q,9,Q,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2407,Ngamatapouri School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ngamatapouri School,4,L,9,Q,5,5,Full Primary,State,South Taranaki District,Taranaki Region,Wanganui,Whanganui,0
2409,North Street School,0.0677,0.1955,0.4311,0.3058,NA,NA,NA,NA,NA,NA,NA,NA,0.1412,0.3882,0.3765,0.0941,NA,NA,NA,NA,0.0578,0.3618,0.4824,0.098,NA,NA,NA,NA,NA,NA,NA,NA,0.1071,0.4762,0.369,0.0476,NA,NA,NA,NA,0.0201,0.2613,0.5427,0.1759,NA,NA,NA,NA,NA,NA,NA,NA,0.0349,0.3953,0.4651,0.1047,NA,NA,NA,NA,NA,North Street School,4,K,4,K,0,0,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2414,Oroua Downs School,0,0.2062,0.268,0.5258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0842,0.3053,0.5053,0.1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0211,0.1895,0.6526,0.1368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oroua Downs School,3,H,5,M,2,5,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2417,Owhango School,0,0.06,0.26,0.68,0,0.1429,0.2381,0.619,0,0,0.2692,0.7308,NA,NA,NA,NA,NA,NA,NA,NA,0,0.11,0.445,0.445,0,0.1905,0.4762,0.3333,0,0.0385,0.4231,0.5384,NA,NA,NA,NA,NA,NA,NA,NA,0,0.15,0.4,0.45,0,0.1905,0.2857,0.5238,0,0.1154,0.5,0.3846,NA,NA,NA,NA,NA,NA,NA,NA,NA,Owhango School,4,K,5,M,1,2,Full Primary,State,Ruapehu District,Manawatu-Wanganui Region,Wanganui,Taupo,0
2419,Palmerston North Intermediate,0.058,0.28,0.391,0.271,0.088,0.289,0.362,0.261,0.028,0.271,0.422,0.279,0.075,0.458,0.309,0.158,0.192,0.5,0.269,0.039,0.058,0.33,0.445,0.167,0.099,0.387,0.392,0.122,0.015,0.27,0.5,0.215,0.065,0.482,0.352,0.101,0.192,0.385,0.423,0,0.092,0.303,0.384,0.221,0.122,0.265,0.355,0.258,0.059,0.345,0.415,0.181,0.127,0.482,0.318,0.073,0.269,0.462,0.269,0,NA,Palmerston North Intermediate,9,Q,9,Q,0,0,Intermediate,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2420,Papanui Junction School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papanui Junction School,10,Z,5,M,-5,-5,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2424,Parkland School (P North),0.04,0.14,0.42,0.4,0.07,0.18,0.44,0.31,0.01,0.09,0.39,0.51,0.05,0.2,0.45,0.3,0.17,0.17,0.33,0.33,0.03,0.2,0.57,0.2,0.05,0.29,0.52,0.13,0,0.1,0.63,0.27,0.018,0.321,0.536,0.125,0.14,0.14,0.57,0.14,0.02,0.21,0.64,0.14,0.02,0.23,0.6,0.14,0.01,0.18,0.68,0.13,0.04,0.22,0.71,0.04,0.17,0.17,0.67,0,NA,Parkland School,8,P,7,O,-1,-1,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,1
2434,Rangiwaea School,0.08,0.08,0.46,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.29,0.59,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.17,0.5,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rangiwaea School,9,Q,6,N,-3,-3,Full Primary,State,Rangitikei District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2435,Rangiwahia School,0,0.16,0.26,0.58,0,0.12,0,0.88,0,0.18,0.46,0.36,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.26,0.69,0,0.12,0,0.88,0,0,0.45,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.11,0.47,0.16,0,0,0.62,0.38,0.46,0.18,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rangiwahia School,10,Z,9,Q,-1,-1,Full Primary,State,Manawatu District,Manawatu-Wanganui Region,Wanganui,Rangitikei,0
2437,Riverdale School (P North),0,0.055,0.4296,0.5155,0,0.0699,0.4056,0.5245,0,0.0405,0.4527,0.5068,0,0.1628,0.7674,0.0698,NA,NA,NA,NA,0,0.0893,0.8282,0.0825,0,0.1329,0.7692,0.0979,0,0.0473,0.8851,0.0676,0,0.1628,0.7674,0.0698,NA,NA,NA,NA,0,0.0447,0.7698,0.1856,0,0.0556,0.7343,0.2098,0,0.0338,0.8041,0.1622,0,0,0.9302,0.0698,NA,NA,NA,NA,NA,Riverdale School (P North),10,Z,9,Q,-1,-1,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2439,Roslyn School,0.08,0.17,0.75,0,0,0.2,0.8,0,0,0.17,0.83,0,0,0.13,0.87,0,0.07,0.24,0.69,0,0,0.33,0.67,0,0,0.42,0.58,0,0,0.4,0.6,0,0,0.25,0.75,0,0.06,0.21,0.73,0,0,0.31,0.69,0,0,0.31,0.69,0,0,0.4,0.6,0,0,0.38,0.62,0,0,0.3,0.7,0,NA,Roslyn School,3,I,3,I,0,0,Full Primary,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2440,Ross Intermediate,0.057,0.162,0.342,0.439,0.06,0.157,0.357,0.426,0.053,0.167,0.326,0.454,0.055,0.245,0.364,0.336,NA,NA,NA,NA,0.124,0.438,0.296,0.143,0.169,0.462,0.281,0.088,0.075,0.412,0.311,0.202,0.171,0.486,0.261,0.081,NA,NA,NA,NA,0.086,0.379,0.319,0.216,0.096,0.345,0.317,0.241,0.075,0.417,0.32,0.189,0.054,0.514,0.297,0.135,NA,NA,NA,NA,NA,Ross Intermediate,6,N,6,N,0,0,Intermediate,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
2441,Russell Street School,0.0095,0.0915,0.4006,0.4984,0.0183,0.1159,0.4207,0.4451,0,0.0641,0.3718,0.5641,0.0196,0.1569,0.4706,0.3529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0126,0.0755,0.6132,0.2987,0.023,0.1092,0.5287,0.3391,0,0.0347,0.7153,0.25,0.04,0.1,0.66,0.2,NA,NA,NA,NA,NA,Russell Street School,9,Q,9,Q,0,0,Contributing,State,Palmerston North City,Manawatu-Wanganui Region,Wanganui,Palmerston North,0
